184,225,Elemental
185,243,Elemental
186,191,Open
187,9,Open
188,0,Open
189,103,Random
190,162,Open
191,227,Elemental
192,37,Same
193,160,Open
194,33,Same
195,49,Same
196,135,Sudden Death
197,213,Same Wall
198,98,Random
199,197,Same Wall
200,168,Open
201,79,Plus
202,126,Random
203,46,Same
204,9,Open
205,107,Random
206,148,Sudden Death
207,159,Sudden Death
208,176,Open
209,109,Random
210,169,Open
211,158,Sudden Death
212,90,Plus
213,11,Open
214,70,Plus
215,112,Random
216,128,Sudden Death
217,182,Open
218,207,Same Wall
219,71,Plus
220,12,Open
221,166,Open
222,165,Open
223,42,Same
224,216,Same Wall
225,172,Open
226,251,Elemental
227,160,Open
228,235,Elemental
229,183,Open
230,121,Random
231,36,Same
232,114,Random
233,35,Same
234,146,Sudden Death
235,72,Plus
236,128,Sudden Death
237,197,Same Wall
238,166,Open
239,167,Open
240,133,Sudden Death
241,183,Open
242,215,Same Wall
243,140,Sudden Death
244,144,Sudden Death
245,228,Elemental
246,171,Open
247,99,Random
248,68,Plus
249,82,Plus
250,102,Random
251,227,Elemental
252,156,Sudden Death
253,51,Same
254,37,Same
255,249,Elemental
256,94,Plus
257,170,Open
258,186,Open
259,115,Random
260,96,Random
261,93,Plus
262,75,Plus
263,113,Random
264,126,Random
265,190,Open
266,169,Open
267,140,Sudden Death
268,87,Plus
269,25,Open
270,113,Random
271,195,Same Wall
272,202,Same Wall
273,94,Plus
274,229,Elemental
275,42,Same
276,51,Same
277,172,Open
278,136,Sudden Death
279,81,Plus
280,102,Random
281,161,Open
282,123,Random
283,117,Random
284,103,Random
285,100,Random
286,154,Sudden Death
287,105,Random
288,239,Elemental
289,111,Random
290,86,Plus
291,66,Plus
292,160,Open
293,29,Open
294,81,Plus
295,197,Same Wall
296,2,Open
297,247,Elemental
298,187,Open
299,146,Sudden Death
300,69,Plus
301,190,Open
302,111,Random
303,13,Open
304,182,Open
305,56,Same
306,204,Same Wall
307,16,Open
308,253,Elemental
309,187,Open
310,84,Plus
311,81,Plus
312,28,Open
313,123,Random
314,7,Open
315,148,Sudden Death
316,39,Same
317,147,Sudden Death
318,125,Random
319,146,Sudden Death
320,195,Same Wall
321,212,Same Wall
322,198,Same Wall
323,165,Open
324,97,Random
325,81,Plus
326,1,Open
327,56,Same
328,56,Same
329,167,Open
330,191,Open
331,241,Elemental
332,4,Open
333,13,Open
334,21,Open
335,155,Sudden Death
336,128,Sudden Death
337,31,Open
338,131,Sudden Death
339,213,Same Wall
340,164,Open
341,105,Random
342,136,Sudden Death
343,124,Random
344,159,Sudden Death
345,182,Open
346,1,Open
347,218,Same Wall
348,147,Sudden Death
349,23,Open
350,69,Plus
351,139,Sudden Death
352,18,Open
353,178,Open
354,2,Open
355,51,Same
356,92,Plus
357,80,Plus
358,214,Same Wall
359,225,Elemental
360,86,Plus
361,164,Open
362,173,Open
363,66,Plus
364,74,Plus
365,92,Plus
366,221,Same Wall
367,134,Sudden Death
368,97,Random
369,233,Elemental
370,3,Open
371,18,Open
372,225,Elemental
373,15,Open
374,155,Sudden Death
375,234,Elemental
376,38,Same
377,44,Same
378,97,Random
379,220,Same Wall
380,98,Random
381,72,Plus
382,107,Random
383,109,Random
384,20,Open
385,224,Elemental
386,3,Open
387,133,Sudden Death
388,74,Plus
389,114,Random
390,70,Plus
391,218,Same Wall
392,150,Sudden Death
393,200,Same Wall
394,125,Random
395,28,Open
396,209,Same Wall
397,5,Open
398,62,Same
399,229,Elemental
400,146,Sudden Death
401,112,Random
402,67,Plus
403,95,Plus
404,108,Random
405,3,Open
406,5,Open
407,179,Open
408,235,Elemental
409,179,Open
410,32,Same
411,53,Same
412,77,Plus
413,126,Random
414,102,Random
415,80,Plus
416,1,Open
417,54,Same
418,192,Same Wall
419,51,Same
420,225,Elemental
421,15,Open
422,201,Same Wall
423,56,Same
424,46,Same
425,233,Elemental
426,41,Same
427,25,Open
428,79,Plus
429,94,Plus
430,177,Open
431,209,Same Wall
432,73,Plus
433,139,Sudden Death
434,59,Same
435,83,Plus
436,253,Elemental
437,159,Sudden Death
438,63,Same
439,238,Elemental
440,37,Same
441,37,Same
442,53,Same
443,123,Random
444,13,Open
445,17,Open
446,175,Open
447,76,Plus
448,17,Open
449,140,Sudden Death
450,50,Same
451,212,Same Wall
452,218,Same Wall
453,127,Random
454,216,Same Wall
455,22,Open
456,87,Plus
457,225,Elemental
458,166,Open
459,206,Same Wall
460,125,Random
461,193,Same Wall
462,174,Open
463,98,Random
464,191,Open
465,19,Open
466,228,Elemental
467,135,Sudden Death
468,76,Plus
469,58,Same
470,193,Same Wall
471,179,Open
472,12,Open
473,89,Plus
474,153,Sudden Death
475,71,Plus
476,88,Plus
477,90,Plus
478,189,Open
479,120,Random
480,124,Random
481,186,Open
482,80,Plus
483,1,Open
484,237,Elemental
485,27,Open
486,234,Elemental
487,138,Sudden Death
488,73,Plus
489,136,Sudden Death
490,238,Elemental
491,214,Same Wall
492,20,Open
493,133,Sudden Death
494,171,Open
495,176,Open
496,44,Same
497,222,Same Wall
498,53,Same
499,147,Sudden Death
500,17,Open
501,45,Same
502,1,Open
503,28,Open
504,215,Same Wall
505,40,Same
506,67,Plus
507,48,Same
508,231,Elemental
509,176,Open
510,8,Open
511,237,Elemental
512,121,Random
513,153,Sudden Death
514,19,Open
515,81,Plus
516,210,Same Wall
517,58,Same
518,119,Random
519,173,Open
520,61,Same
521,180,Open
522,248,Elemental
523,199,Same Wall
524,202,Same Wall
525,3,Open
526,34,Same
527,210,Same Wall
528,201,Same Wall
529,198,Same Wall
530,39,Same
531,15,Open
532,4,Open
533,206,Same Wall
534,122,Random
535,63,Same
536,192,Same Wall
537,104,Random
538,44,Same
539,207,Same Wall
540,114,Random
541,106,Random
542,9,Open
543,194,Same Wall
544,66,Plus
545,0,Open
546,114,Random
547,94,Plus
548,65,Plus
549,52,Same
550,248,Elemental
551,150,Sudden Death
552,105,Random
553,63,Same
554,189,Open
555,58,Same
556,88,Plus
557,145,Sudden Death
558,139,Sudden Death
559,225,Elemental
560,204,Same Wall
561,162,Open
562,177,Open
563,146,Sudden Death
564,221,Same Wall
565,119,Random
566,161,Open
567,53,Same
568,254,Elemental
569,243,Elemental
570,75,Plus
571,188,Open
572,177,Open
573,227,Elemental
574,55,Same
575,17,Open
576,13,Open
577,199,Same Wall
578,101,Random
579,190,Open
580,241,Elemental
581,97,Random
582,229,Elemental
583,94,Plus
584,6,Open
585,255,Elemental
586,53,Same
587,199,Same Wall
588,118,Random
589,137,Sudden Death
590,93,Plus
591,244,Elemental
592,110,Random
593,74,Plus
594,204,Same Wall
595,181,Open
596,84,Plus
597,126,Random
598,241,Elemental
599,21,Open
600,200,Same Wall
601,160,Open
602,153,Sudden Death
603,143,Sudden Death
604,92,Plus
605,112,Random
606,11,Open
607,239,Elemental
608,20,Open
609,198,Same Wall
610,229,Elemental
611,10,Open
612,156,Sudden Death
613,25,Open
614,180,Open
615,29,Open
616,76,Plus
617,206,Same Wall
618,86,Plus
619,6,Open
620,220,Same Wall
621,66,Plus
622,17,Open
623,37,Same
624,231,Elemental
625,150,Sudden Death
626,111,Random
627,15,Open
628,33,Same
629,61,Same
630,223,Same Wall
631,249,Elemental
632,87,Plus
633,71,Plus
634,13,Open
635,223,Same Wall
636,43,Same
637,106,Random
638,252,Elemental
639,119,Random
640,141,Sudden Death
641,213,Same Wall
642,233,Elemental
643,217,Same Wall
644,249,Elemental
645,181,Open
646,224,Elemental
647,235,Elemental
648,114,Random
649,132,Sudden Death
650,26,Open
651,142,Sudden Death
652,66,Plus
653,20,Open
654,29,Open
655,138,Sudden Death
656,110,Random
657,95,Plus
658,146,Sudden Death
659,58,Same
660,251,Elemental
661,11,Open
662,229,Elemental
663,246,Elemental
664,228,Elemental
665,192,Same Wall
666,159,Sudden Death
667,69,Plus
668,214,Same Wall
669,42,Same
670,131,Sudden Death
671,191,Open
672,177,Open
673,205,Same Wall
674,106,Random
675,196,Same Wall
676,191,Open
677,140,Sudden Death
678,222,Same Wall
679,223,Same Wall
680,178,Open
681,247,Elemental
682,121,Random
683,247,Elemental
684,96,Random
685,87,Plus
686,252,Elemental
687,59,Same
688,61,Same
689,123,Random
690,46,Same
691,203,Same Wall
692,156,Sudden Death
693,65,Plus
694,123,Random
695,39,Same
696,165,Open
697,227,Elemental
698,72,Plus
699,88,Plus
700,21,Open
701,7,Open
702,23,Open
703,224,Elemental
704,185,Open
705,133,Sudden Death
706,95,Plus
707,99,Random
708,168,Open
709,246,Elemental
710,41,Same
711,18,Open
712,67,Plus
713,0,Open
714,106,Random
715,219,Same Wall
716,238,Elemental
717,100,Random
718,36,Same
719,82,Plus
720,139,Sudden Death
721,196,Same Wall
722,59,Same
723,93,Plus
724,187,Open
725,53,Same
726,24,Open
727,162,Open
728,211,Same Wall
729,137,Sudden Death
730,255,Elemental
731,178,Open
732,160,Open
733,89,Plus
734,48,Same
735,242,Elemental
736,219,Same Wall
737,213,Same Wall
738,193,Same Wall
739,77,Plus
740,106,Random
741,75,Plus
742,54,Same
743,156,Sudden Death
744,93,Plus
745,120,Random
746,230,Elemental
747,208,Same Wall
748,163,Open
749,146,Sudden Death
750,13,Open
751,229,Elemental
752,144,Sudden Death
753,17,Open
754,176,Open
755,134,Sudden Death
756,15,Open
757,65,Plus
758,52,Same
759,128,Sudden Death
760,166,Open
761,137,Sudden Death
762,189,Open
763,233,Elemental
764,47,Same
765,120,Random
766,71,Plus
767,13,Open
768,80,Plus
769,149,Sudden Death
770,135,Sudden Death
771,27,Open
772,191,Open
773,227,Elemental
774,127,Random
775,148,Sudden Death
776,55,Same
777,54,Same
778,228,Elemental
779,111,Random
780,57,Same
781,56,Same
782,47,Same
783,12,Open
784,131,Sudden Death
785,58,Same
786,133,Sudden Death
787,223,Same Wall
788,81,Plus
789,188,Open
790,72,Plus
791,217,Same Wall
792,86,Plus
793,187,Open
794,121,Random
795,149,Sudden Death
796,121,Random
797,189,Open
798,212,Same Wall
799,72,Plus
800,80,Plus
801,157,Sudden Death
802,169,Open
803,101,Random
804,93,Plus
805,23,Open
806,124,Random
807,19,Open
808,11,Open
809,18,Open
810,92,Plus
811,79,Plus
812,103,Random
813,176,Open
814,4,Open
815,225,Elemental
816,158,Sudden Death
817,24,Open
818,179,Open
819,0,Open
820,58,Same
821,254,Elemental
822,203,Same Wall
823,196,Same Wall
824,28,Open
825,247,Elemental
826,43,Same
827,80,Plus
828,56,Same
829,126,Random
830,78,Plus
831,187,Open
832,19,Open
833,197,Same Wall
834,32,Same
835,195,Same Wall
836,254,Elemental
837,61,Same
838,164,Open
839,48,Same
840,15,Open
841,228,Elemental
842,71,Plus
843,10,Open
844,228,Elemental
845,82,Plus
846,1,Open
847,122,Random
848,23,Open
849,129,Sudden Death
850,49,Same
851,128,Sudden Death
852,128,Sudden Death
853,95,Plus
854,53,Same
855,90,Plus
856,45,Same
857,21,Open
858,204,Same Wall
859,176,Open
860,34,Same
861,21,Open
862,45,Same
863,128,Sudden Death
864,209,Same Wall
865,230,Elemental
866,228,Elemental
867,204,Same Wall
868,88,Plus
869,175,Open
870,111,Random
871,5,Open
872,125,Random
873,133,Sudden Death
874,156,Sudden Death
875,53,Same
876,106,Random
877,116,Random
878,160,Open
879,240,Elemental
880,40,Same
881,79,Plus
882,247,Elemental
883,249,Elemental
884,220,Same Wall
885,56,Same
886,0,Open
887,179,Open
888,196,Same Wall
889,238,Elemental
890,84,Plus
891,78,Plus
892,241,Elemental
893,217,Same Wall
894,234,Elemental
895,173,Open
896,194,Same Wall
897,215,Same Wall
898,235,Elemental
899,25,Open
900,36,Same
901,196,Same Wall
902,86,Plus
903,168,Open
904,139,Sudden Death
905,203,Same Wall
906,84,Plus
907,107,Random
908,175,Open
909,112,Random
910,88,Plus
911,90,Plus
912,7,Open
913,89,Plus
914,254,Elemental
915,0,Open
916,6,Open
917,223,Same Wall
918,161,Open
919,230,Elemental
920,24,Open
921,89,Plus
922,186,Open
923,193,Same Wall
924,91,Plus
925,35,Same
926,252,Elemental
927,91,Plus
928,30,Open
929,112,Random
930,48,Same
931,66,Plus
932,26,Open
933,212,Same Wall
934,208,Same Wall
935,50,Same
936,114,Random
937,144,Sudden Death
938,102,Random
939,66,Plus
940,108,Random
941,157,Sudden Death
942,162,Open
943,209,Same Wall
944,237,Elemental
945,119,Random
946,62,Same
947,48,Same
948,182,Open
949,174,Open
950,146,Sudden Death
951,13,Open
952,97,Random
953,46,Same
954,246,Elemental
955,162,Open
956,26,Open
957,73,Plus
958,219,Same Wall
959,161,Open
960,29,Open
961,137,Sudden Death
962,168,Open
963,222,Same Wall
964,242,Elemental
965,56,Same
966,86,Plus
967,186,Open
968,107,Random
969,171,Open
970,202,Same Wall
971,83,Plus
972,90,Plus
973,83,Plus
974,246,Elemental
975,109,Random
976,19,Open
977,129,Sudden Death
978,174,Open
979,31,Open
980,165,Open
981,252,Elemental
982,74,Plus
983,61,Same
984,215,Same Wall
985,69,Plus
986,1,Open
987,137,Sudden Death
988,228,Elemental
989,164,Open
990,0,Open
991,152,Sudden Death
992,246,Elemental
993,251,Elemental
994,77,Plus
995,134,Sudden Death
996,100,Random
997,70,Plus
998,95,Plus
999,89,Plus
1000,172,Open
1001,245,Elemental
1002,121,Random
1003,54,Same
1004,47,Same
1005,234,Elemental
1006,202,Same Wall
1007,70,Plus
1008,175,Open
1009,80,Plus
1010,70,Plus
1011,102,Random
1012,137,Sudden Death
1013,33,Same
1014,66,Plus
1015,145,Sudden Death
1016,177,Open
1017,118,Random
1018,210,Same Wall
1019,13,Open
1020,114,Random
1021,141,Sudden Death
1022,227,Elemental
1023,88,Plus
1024,227,Elemental
1025,156,Sudden Death
1026,23,Open
1027,209,Same Wall
1028,40,Same
1029,88,Plus
1030,99,Random
1031,39,Same
1032,110,Random
1033,68,Plus
1034,107,Random
1035,130,Sudden Death
1036,164,Open
1037,186,Open
1038,152,Sudden Death
1039,115,Random
1040,250,Elemental
1041,187,Open
1042,255,Elemental
1043,156,Sudden Death
1044,26,Open
1045,118,Random
1046,242,Elemental
1047,31,Open
1048,41,Same
1049,153,Sudden Death
1050,98,Random
1051,200,Same Wall
1052,124,Random
1053,91,Plus
1054,251,Elemental
1055,249,Elemental
1056,26,Open
1057,70,Plus
1058,253,Elemental
1059,89,Plus
1060,246,Elemental
1061,197,Same Wall
1062,219,Same Wall
1063,60,Same
1064,233,Elemental
1065,113,Random
1066,150,Sudden Death
1067,208,Same Wall
1068,113,Random
1069,28,Open
1070,216,Same Wall
1071,13,Open
1072,44,Same
1073,153,Sudden Death
1074,208,Same Wall
1075,90,Plus
1076,18,Open
1077,81,Plus
1078,208,Same Wall
1079,0,Open
1080,117,Random
1081,135,Sudden Death
1082,168,Open
1083,79,Plus
1084,186,Open
1085,102,Random
1086,192,Same Wall
1087,146,Sudden Death
1088,213,Same Wall
1089,208,Same Wall
1090,247,Elemental
1091,180,Open
1092,134,Sudden Death
1093,229,Elemental
1094,63,Same
1095,175,Open
1096,85,Plus
1097,85,Plus
1098,245,Elemental
1099,184,Open
1100,78,Plus
1101,102,Random
1102,1,Open
1103,44,Same
1104,125,Random
1105,196,Same Wall
1106,178,Open
1107,56,Same
1108,40,Same
1109,12,Open
1110,86,Plus
1111,75,Plus
1112,207,Same Wall
1113,23,Open
1114,156,Sudden Death
1115,61,Same
1116,228,Elemental
1117,7,Open
1118,171,Open
1119,60,Same
1120,74,Plus
1121,18,Open
1122,254,Elemental
1123,123,Random
1124,144,Sudden Death
1125,17,Open
1126,6,Open
1127,153,Sudden Death
1128,234,Elemental
1129,199,Same Wall
1130,125,Random
1131,209,Same Wall
1132,243,Elemental
1133,242,Elemental
1134,140,Sudden Death
1135,231,Elemental
1136,37,Same
1137,20,Open
1138,156,Sudden Death
1139,206,Same Wall
1140,20,Open
1141,254,Elemental
1142,252,Elemental
1143,25,Open
1144,109,Random
1145,33,Same
1146,55,Same
1147,40,Same
1148,178,Open
1149,148,Sudden Death
1150,51,Same
1151,15,Open
1152,179,Open
1153,228,Elemental
1154,10,Open
1155,69,Plus
1156,203,Same Wall
1157,159,Sudden Death
1158,168,Open
1159,17,Open
1160,224,Elemental
1161,159,Sudden Death
1162,41,Same
1163,180,Open
1164,24,Open
1165,23,Open
1166,239,Elemental
1167,87,Plus
1168,92,Plus
1169,95,Plus
1170,134,Sudden Death
1171,179,Open
1172,141,Sudden Death
1173,127,Random
1174,57,Same
1175,130,Sudden Death
1176,137,Sudden Death
1177,125,Random
1178,113,Random
1179,169,Open
1180,220,Same Wall
1181,103,Random
1182,208,Same Wall
1183,34,Same
1184,70,Plus
1185,31,Open
1186,17,Open
1187,171,Open
1188,241,Elemental
1189,233,Elemental
1190,158,Sudden Death
1191,48,Same
1192,111,Random
1193,182,Open
1194,238,Elemental
1195,249,Elemental
1196,117,Random
1197,46,Same
1198,165,Open
1199,148,Sudden Death
1200,89,Plus
1201,127,Random
1202,105,Random
1203,128,Sudden Death
1204,77,Plus
1205,232,Elemental
1206,133,Sudden Death
1207,158,Sudden Death
1208,89,Plus
1209,4,Open
1210,64,Plus
1211,88,Plus
1212,26,Open
1213,215,Same Wall
1214,251,Elemental
1215,142,Sudden Death
1216,60,Same
1217,154,Sudden Death
1218,13,Open
1219,69,Plus
1220,185,Open
1221,70,Plus
1222,95,Plus
1223,14,Open
1224,206,Same Wall
1225,226,Elemental
1226,198,Same Wall
1227,56,Same
1228,194,Same Wall
1229,141,Sudden Death
1230,36,Same
1231,181,Open
1232,86,Plus
1233,75,Plus
1234,61,Same
1235,205,Same Wall
1236,11,Open
1237,143,Sudden Death
1238,89,Plus
1239,132,Sudden Death
1240,22,Open
1241,140,Sudden Death
1242,159,Sudden Death
1243,204,Same Wall
1244,36,Same
1245,60,Same
1246,44,Same
1247,107,Random
1248,206,Same Wall
1249,45,Same
1250,246,Elemental
1251,170,Open
1252,218,Same Wall
1253,14,Open
1254,100,Random
1255,195,Same Wall
1256,55,Same
1257,253,Elemental
1258,169,Open
1259,8,Open
1260,183,Open
1261,142,Sudden Death
1262,228,Elemental
1263,211,Same Wall
1264,138,Sudden Death
1265,155,Sudden Death
1266,249,Elemental
1267,49,Same
1268,126,Random
1269,206,Same Wall
1270,45,Same
1271,77,Plus
1272,248,Elemental
1273,239,Elemental
1274,131,Sudden Death
1275,158,Sudden Death
1276,177,Open
1277,238,Elemental
1278,218,Same Wall
1279,208,Same Wall
1280,50,Same
1281,176,Open
1282,195,Same Wall
1283,115,Random
1284,13,Open
1285,154,Sudden Death
1286,36,Same
1287,102,Random
1288,225,Elemental
1289,222,Same Wall
1290,142,Sudden Death
1291,2,Open
1292,11,Open
1293,136,Sudden Death
1294,93,Plus
1295,6,Open
1296,44,Same
1297,71,Plus
1298,149,Sudden Death
1299,69,Plus
1300,95,Plus
1301,252,Elemental
1302,119,Random
1303,17,Open
1304,55,Same
1305,4,Open
1306,230,Elemental
1307,102,Random
1308,123,Random
1309,70,Plus
1310,125,Random
1311,214,Same Wall
1312,161,Open
1313,251,Elemental
1314,109,Random
1315,56,Same
1316,11,Open
1317,64,Plus
1318,23,Open
1319,16,Open
1320,3,Open
1321,93,Plus
1322,109,Random
1323,189,Open
1324,120,Random
1325,211,Same Wall
1326,9,Open
1327,101,Random
1328,118,Random
1329,39,Same
1330,10,Open
1331,161,Open
1332,103,Random
1333,113,Random
1334,178,Open
1335,231,Elemental
1336,11,Open
1337,163,Open
1338,192,Same Wall
1339,187,Open
1340,57,Same
1341,154,Sudden Death
1342,142,Sudden Death
1343,149,Sudden Death
1344,83,Plus
1345,230,Elemental
1346,235,Elemental
1347,145,Sudden Death
1348,138,Sudden Death
1349,90,Plus
1350,182,Open
1351,217,Same Wall
1352,215,Same Wall
1353,82,Plus
1354,63,Same
1355,210,Same Wall
1356,180,Open
1357,199,Same Wall
1358,93,Plus
1359,9,Open
1360,158,Sudden Death
1361,20,Open
1362,79,Plus
1363,220,Same Wall
1364,76,Plus
1365,133,Sudden Death
1366,83,Plus
1367,232,Elemental
1368,172,Open
1369,165,Open
1370,8,Open
1371,54,Same
1372,162,Open
1373,68,Plus
1374,132,Sudden Death
1375,36,Same
1376,128,Sudden Death
1377,74,Plus
1378,53,Same
1379,21,Open
1380,67,Plus
1381,63,Same
1382,120,Random
1383,216,Same Wall
1384,147,Sudden Death
1385,150,Sudden Death
1386,251,Elemental
1387,217,Same Wall
1388,121,Random
1389,188,Open
1390,211,Same Wall
1391,10,Open
1392,222,Same Wall
1393,229,Elemental
1394,92,Plus
1395,143,Sudden Death
1396,199,Same Wall
1397,145,Sudden Death
1398,212,Same Wall
1399,44,Same
1400,82,Plus
1401,224,Elemental
1402,183,Open
1403,111,Random
1404,112,Random
1405,155,Sudden Death
1406,216,Same Wall
1407,157,Sudden Death
1408,96,Random
1409,254,Elemental
1410,68,Plus
1411,93,Plus
1412,239,Elemental
1413,71,Plus
1414,214,Same Wall
1415,38,Same
1416,113,Random
1417,255,Elemental
1418,154,Sudden Death
1419,106,Random
1420,125,Random
1421,11,Open
1422,226,Elemental
1423,127,Random
1424,108,Random
1425,113,Random
1426,42,Same
1427,82,Plus
1428,144,Sudden Death
1429,235,Elemental
1430,173,Open
1431,202,Same Wall
1432,53,Same
1433,46,Same
1434,195,Same Wall
1435,253,Elemental
1436,89,Plus
1437,247,Elemental
1438,1,Open
1439,21,Open
1440,42,Same
1441,218,Same Wall
1442,15,Open
1443,1,Open
1444,68,Plus
1445,202,Same Wall
1446,71,Plus
1447,219,Same Wall
1448,167,Open
1449,103,Random
1450,19,Open
1451,28,Open
1452,122,Random
1453,11,Open
1454,3,Open
1455,130,Sudden Death
1456,129,Sudden Death
1457,147,Sudden Death
1458,177,Open
1459,188,Open
1460,96,Random
1461,237,Elemental
1462,85,Plus
1463,219,Same Wall
1464,141,Sudden Death
1465,102,Random
1466,39,Same
1467,121,Random
1468,22,Open
1469,177,Open
1470,120,Random
1471,167,Open
1472,24,Open
1473,182,Open
1474,143,Sudden Death
1475,152,Sudden Death
1476,251,Elemental
1477,32,Same
1478,68,Plus
1479,14,Open
1480,110,Random
1481,165,Open
1482,94,Plus
1483,136,Sudden Death
1484,38,Same
1485,20,Open
1486,174,Open
1487,40,Same
1488,86,Plus
1489,32,Same
1490,232,Elemental
1491,102,Random
1492,237,Elemental
1493,238,Elemental
1494,68,Plus
1495,119,Random
1496,146,Sudden Death
1497,96,Random
1498,216,Same Wall
1499,123,Random
1500,96,Random
1501,31,Open
1502,180,Open
1503,105,Random
1504,97,Random
1505,107,Random
1506,187,Open
1507,187,Open
1508,204,Same Wall
1509,162,Open
1510,68,Plus
1511,217,Same Wall
1512,254,Elemental
1513,145,Sudden Death
1514,116,Random
1515,70,Plus
1516,58,Same
1517,126,Random
1518,89,Plus
1519,140,Sudden Death
1520,33,Same
1521,241,Elemental
1522,199,Same Wall
1523,232,Elemental
1524,240,Elemental
1525,70,Plus
1526,243,Elemental
1527,182,Open
1528,123,Random
1529,244,Elemental
1530,209,Same Wall
1531,155,Sudden Death
1532,237,Elemental
1533,155,Sudden Death
1534,45,Same
1535,116,Random
1536,61,Same
1537,207,Same Wall
1538,139,Sudden Death
1539,1,Open
1540,111,Random
1541,167,Open
1542,192,Same Wall
1543,81,Plus
1544,143,Sudden Death
1545,4,Open
1546,77,Plus
1547,237,Elemental
1548,110,Random
1549,161,Open
1550,126,Random
1551,196,Same Wall
1552,27,Open
1553,223,Same Wall
1554,71,Plus
1555,218,Same Wall
1556,32,Same
1557,78,Plus
1558,217,Same Wall
1559,175,Open
1560,130,Sudden Death
1561,251,Elemental
1562,7,Open
1563,112,Random
1564,118,Random
1565,124,Random
1566,92,Plus
1567,224,Elemental
1568,227,Elemental
1569,188,Open
1570,248,Elemental
1571,4,Open
1572,156,Sudden Death
1573,135,Sudden Death
1574,47,Same
1575,145,Sudden Death
1576,90,Plus
1577,212,Same Wall
1578,224,Elemental
1579,22,Open
1580,122,Random
1581,214,Same Wall
1582,149,Sudden Death
1583,233,Elemental
1584,124,Random
1585,193,Same Wall
1586,95,Plus
1587,211,Same Wall
1588,55,Same
1589,92,Plus
1590,111,Random
1591,123,Random
1592,221,Same Wall
1593,75,Plus
1594,116,Random
1595,147,Sudden Death
1596,179,Open
1597,26,Open
1598,184,Open
1599,196,Same Wall
1600,141,Sudden Death
1601,9,Open
1602,250,Elemental
1603,90,Plus
1604,10,Open
1605,154,Sudden Death
1606,9,Open
1607,175,Open
1608,149,Sudden Death
1609,219,Same Wall
1610,37,Same
1611,89,Plus
1612,23,Open
1613,116,Random
1614,21,Open
1615,19,Open
1616,124,Random
1617,111,Random
1618,8,Open
1619,108,Random
1620,236,Elemental
1621,202,Same Wall
1622,44,Same
1623,49,Same
